File Path,Project Name,File Name,Function Name,Log Type,Line Number,Classification
.\..\dataset\cleanlab-7a5ebb974ac0f92ca68205929ffb9d0a10b40677\tests\datalab\test_data.py,cleanlab-7a5ebb974ac0f92ca68205929ffb9d0a10b40677,test_data.py,test_init_data_properties,Assertion,57,[]
.\..\dataset\cleanlab-7a5ebb974ac0f92ca68205929ffb9d0a10b40677\tests\datalab\test_data.py,cleanlab-7a5ebb974ac0f92ca68205929ffb9d0a10b40677,test_data.py,test_init_data_properties,Assertion,58,[]
.\..\dataset\cleanlab-7a5ebb974ac0f92ca68205929ffb9d0a10b40677\tests\datalab\test_data.py,cleanlab-7a5ebb974ac0f92ca68205929ffb9d0a10b40677,test_data.py,test_init_data_properties,Assertion,60,[]
.\..\dataset\cog-a6d2bc256490c2abb4f83f392168e735ca1efc67\python\tests\server\test_worker.py,cog-a6d2bc256490c2abb4f83f392168e735ca1efc67,test_worker.py,test_fatalworkerexception_from_irrecoverable_failures,Body,165,[1]
.\..\dataset\cog-a6d2bc256490c2abb4f83f392168e735ca1efc67\python\tests\server\test_worker.py,cog-a6d2bc256490c2abb4f83f392168e735ca1efc67,test_worker.py,test_fatalworkerexception_from_irrecoverable_failures,Assertion,173,[]
.\..\dataset\cog-a6d2bc256490c2abb4f83f392168e735ca1efc67\python\tests\server\test_worker.py,cog-a6d2bc256490c2abb4f83f392168e735ca1efc67,test_worker.py,test_no_exceptions_from_recoverable_failures,Body,185,"[3, 1]"
.\..\dataset\cog-a6d2bc256490c2abb4f83f392168e735ca1efc67\python\tests\server\test_worker.py,cog-a6d2bc256490c2abb4f83f392168e735ca1efc67,test_worker.py,test_no_exceptions_from_recoverable_failures,Assertion,194,[]
.\..\dataset\cog-a6d2bc256490c2abb4f83f392168e735ca1efc67\python\tests\server\test_worker.py,cog-a6d2bc256490c2abb4f83f392168e735ca1efc67,test_worker.py,test_output,Body,205,[3]
.\..\dataset\cog-a6d2bc256490c2abb4f83f392168e735ca1efc67\python\tests\server\test_worker.py,cog-a6d2bc256490c2abb4f83f392168e735ca1efc67,test_worker.py,test_output,Assertion,215,[]
.\..\dataset\cog-a6d2bc256490c2abb4f83f392168e735ca1efc67\python\tests\server\test_worker.py,cog-a6d2bc256490c2abb4f83f392168e735ca1efc67,test_worker.py,test_output,Assertion,222,[]
.\..\dataset\esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9\tests\unit_tests\test_config_validation.py,esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9,test_config_validation.py,test_valid_name__valid,Body,31,[]
.\..\dataset\esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9\tests\unit_tests\test_config_validation.py,esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9,test_config_validation.py,test_valid_name__valid,Assertion,34,[]
.\..\dataset\esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9\tests\unit_tests\test_config_validation.py,esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9,test_config_validation.py,test_string__valid,Body,85,[]
.\..\dataset\esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9\tests\unit_tests\test_config_validation.py,esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9,test_config_validation.py,test_string__valid,Assertion,88,[]
.\..\dataset\esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9\tests\unit_tests\test_config_validation.py,esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9,test_config_validation.py,test_strict_string__valid,Body,98,[]
.\..\dataset\esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9\tests\unit_tests\test_config_validation.py,esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9,test_config_validation.py,test_strict_string__valid,Assertion,101,[]
.\..\dataset\esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9\tests\unit_tests\test_config_validation.py,esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9,test_config_validation.py,test_icon__valid,Body,121,[]
.\..\dataset\esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9\tests\unit_tests\test_config_validation.py,esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9,test_config_validation.py,test_icon__valid,Assertion,124,[]
.\..\dataset\esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9\tests\unit_tests\test_config_validation.py,esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9,test_config_validation.py,hex_int__valid,Body,150,[]
.\..\dataset\esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9\tests\unit_tests\test_config_validation.py,esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9,test_config_validation.py,hex_int__valid,Assertion,153,[4]
.\..\dataset\esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9\tests\unit_tests\test_config_validation.py,esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9,test_config_validation.py,hex_int__valid,Assertion,154,[]
.\..\dataset\esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9\tests\unit_tests\test_core.py,esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9,test_core.py,test_init__valid,Body,31,[]
.\..\dataset\esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9\tests\unit_tests\test_core.py,esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9,test_core.py,test_str,Body,40,[]
.\..\dataset\esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9\tests\unit_tests\test_core.py,esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9,test_core.py,test_str,Assertion,45,[]
.\..\dataset\esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9\tests\unit_tests\test_core.py,esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9,test_core.py,test_init__valid,Body,50,[]
.\..\dataset\esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9\tests\unit_tests\test_core.py,esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9,test_core.py,test_str,Body,59,[]
.\..\dataset\esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9\tests\unit_tests\test_core.py,esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9,test_core.py,test_str,Assertion,64,[]
.\..\dataset\esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9\tests\unit_tests\test_helpers.py,esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9,test_helpers.py,test_is_ip_address__valid,Body,99,[]
.\..\dataset\esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9\tests\unit_tests\test_helpers.py,esphome-ef84937fd62f1f81b535cd8af7a8690f87d312a9,test_helpers.py,test_is_ip_address__valid,Assertion,102,[]
.\..\dataset\faust-14f65ee6f2810ecab3cf3a8888757949dd12dbd8\t\meticulous\assignor\test_copartitioned_assignor.py,faust-14f65ee6f2810ecab3cf3a8888757949dd12dbd8,test_copartitioned_assignor.py,test_fresh_assignment,Body,66,"[1, 7]"
.\..\dataset\faust-14f65ee6f2810ecab3cf3a8888757949dd12dbd8\t\meticulous\assignor\test_copartitioned_assignor.py,faust-14f65ee6f2810ecab3cf3a8888757949dd12dbd8,test_copartitioned_assignor.py,test_fresh_assignment,Assertion,75,[]
.\..\dataset\faust-14f65ee6f2810ecab3cf3a8888757949dd12dbd8\t\meticulous\assignor\test_copartitioned_assignor.py,faust-14f65ee6f2810ecab3cf3a8888757949dd12dbd8,test_copartitioned_assignor.py,test_add_new_clients,Body,83,"[1, 7]"
.\..\dataset\faust-14f65ee6f2810ecab3cf3a8888757949dd12dbd8\t\meticulous\assignor\test_copartitioned_assignor.py,faust-14f65ee6f2810ecab3cf3a8888757949dd12dbd8,test_copartitioned_assignor.py,test_add_new_clients,Assertion,103,[]
.\..\dataset\faust-14f65ee6f2810ecab3cf3a8888757949dd12dbd8\t\meticulous\assignor\test_copartitioned_assignor.py,faust-14f65ee6f2810ecab3cf3a8888757949dd12dbd8,test_copartitioned_assignor.py,test_add_new_clients,Assertion,104,[]
.\..\dataset\faust-14f65ee6f2810ecab3cf3a8888757949dd12dbd8\t\meticulous\assignor\test_copartitioned_assignor.py,faust-14f65ee6f2810ecab3cf3a8888757949dd12dbd8,test_copartitioned_assignor.py,test_remove_clients,Body,112,"[1, 7]"
.\..\dataset\faust-14f65ee6f2810ecab3cf3a8888757949dd12dbd8\t\meticulous\assignor\test_copartitioned_assignor.py,faust-14f65ee6f2810ecab3cf3a8888757949dd12dbd8,test_copartitioned_assignor.py,test_remove_clients,Assertion,133,[]
.\..\dataset\faust-14f65ee6f2810ecab3cf3a8888757949dd12dbd8\t\meticulous\assignor\test_copartitioned_assignor.py,faust-14f65ee6f2810ecab3cf3a8888757949dd12dbd8,test_copartitioned_assignor.py,test_remove_clients,Assertion,134,[]
.\..\dataset\faust-14f65ee6f2810ecab3cf3a8888757949dd12dbd8\t\unit\serializers\test_codecs.py,faust-14f65ee6f2810ecab3cf3a8888757949dd12dbd8,test_codecs.py,test_binary,Body,45,[]
.\..\dataset\faust-14f65ee6f2810ecab3cf3a8888757949dd12dbd8\t\unit\serializers\test_codecs.py,faust-14f65ee6f2810ecab3cf3a8888757949dd12dbd8,test_codecs.py,test_binary,Assertion,46,[]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\admin\test\test_merge_pr.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_merge_pr.py,test_final_status_one,Body,125,[]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\admin\test\test_merge_pr.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_merge_pr.py,test_final_status_many,Body,132,[]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\admin\test\test_merge_pr.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_merge_pr.py,test_not_success,Body,142,[]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\admin\test\test_merge_pr.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_merge_pr.py,test_not_success_success,Body,149,[]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\admin\test\test_merge_pr.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_merge_pr.py,test_format_status,Body,156,[]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\admin\test\test_merge_pr.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_merge_pr.py,test_result_types,Body,217,[]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\admin\test\test_merge_pr.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_merge_pr.py,test_in_queue,Body,227,[]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\admin\test\test_merge_pr.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_merge_pr.py,test_builds_not_present,Body,236,[]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\admin\test\test_merge_pr.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_merge_pr.py,test_no_builds,Body,245,[]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\admin\test\test_release.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_release.py,test_add_hostname,Body,94,[8]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\admin\test\test_release.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_release.py,test_given_hostname,Body,119,[8]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\admin\test\test_release.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_release.py,test_long_match_first,Body,141,[8]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\testtools\test\test_base.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_base.py,test_trial_skip_exception,Body,74,[]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\testtools\test\test_base.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_base.py,test_mktemp_doesnt_exist,Body,89,[3]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\testtools\test\test_base.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_base.py,test_mktemp_not_deleted,Body,102,[]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\testtools\test\test_base.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_base.py,test_make_temporary_path_doesnt_exist,Body,120,[3]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\testtools\test\test_base.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_base.py,test_make_temporary_path_not_deleted,Body,133,[]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\testtools\test\test_base.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_base.py,test_make_temporary_directory_exists,Body,152,[3]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\testtools\test\test_base.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_base.py,test_make_temporary_file_with_content,Body,161,[3]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\testtools\test\test_base.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_base.py,test_make_temporary_file,Body,170,[3]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\testtools\test\test_base.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_base.py,test_run_twice,Body,180,[3]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\testtools\test\test_base.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_base.py,test_attaches_twisted_log,Body,199,[]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\testtools\test\test_base.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_base.py,test_separate_eliot_log,Body,228,[3]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\testtools\test\test_base.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_base.py,test_preserves_data,Body,341,[3]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\testtools\test\test_base.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_base.py,test_separator_terminates,Body,349,[3]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\testtools\test\test_base.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_base.py,test_nonterminated_line,Body,359,[3]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\testtools\test\test_base.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_base.py,test_directory_for_test,Body,454,[1]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\testtools\test\test_base.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_base.py,test_too_short_test_id,Body,477,"[3, 1]"
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\testtools\test\test_flaky.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_flaky.py,test_decorated_function_executed,Body,57,[]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\testtools\test\test_flaky.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_flaky.py,test_annotation_dictionary,Body,79,[]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\testtools\test\test_flaky.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_flaky.py,test_annotation_dictionary_multiple_keys,Body,93,[]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\testtools\test\test_flaky.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_flaky.py,test_multiple_decorators,Body,109,[]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\testtools\test\test_flaky.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_flaky.py,test_always_erroring_flaky_test,Body,144,[]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\testtools\test\test_flaky.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_flaky.py,test_intermittent_flaky_test,Body,183,[]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\testtools\test\test_flaky.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_flaky.py,test_intermittent_flaky_test_that_errors,Body,207,[]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\testtools\test\test_flaky.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_flaky.py,test_intermittent_flaky_subclass,Body,232,[3]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\testtools\test\test_flaky.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_flaky.py,test_flaky_testtools_skipped_test,Body,257,[]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\testtools\test\test_flaky.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_flaky.py,test_sends_start_on_start,Body,277,[]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\testtools\test\test_flaky.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_flaky.py,test_flaky_skipped_test,Body,309,[]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\testtools\test\test_flaky.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_flaky.py,test_retry_by_default,Body,332,[3]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\testtools\test\test_matchers.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_matchers.py,test_equivalent_to_standard_path_exists,Body,74,[3]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\testtools\test\test_matchers.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_matchers.py,test_equivalent_to_standard_dir_exists,Body,113,[3]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\testtools\test\test_matchers.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_matchers.py,test_equivalent_to_standard_file_exists,Body,151,[3]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\testtools\test\test_matchers.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_matchers.py,test_file_exists_content_mismatch,Body,187,"[3, 1]"
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\testtools\test\test_matchers.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_matchers.py,test_file_exists_content_match,Body,205,[]
.\..\dataset\flocker-eaa586248986d7cd681c99c948546c2b507e44de\flocker\common\test\test_algebraic.py,flocker-eaa586248986d7cd681c99c948546c2b507e44de,test_algebraic.py,test_valid_strategy,Body,64,[]
